time,P,G(i),H_sun,T2m,WS10m,Int
20230315:1211,91.05,121.41,34.76,8.29,3.86,0.0
20230315:1311,96.38,127.84,34.9,9.09,4.28,0.0
20230315:1411,58.78,84.62,32.22,9.69,4.69,0.0
20230315:1511,105.0,137.98,27.12,9.86,4.76,0.0
20230315:1611,67.41,94.73,20.21,9.8,4.55,0.0
20230315:1711,65.5,93.7,12.09,9.79,4.21,0.0
20230315:1811,0.0,1.84,3.28,9.8,3.79,0.0
20230315:1911,0.0,0.0,0.0,9.88,3.24,0.0
20230315:2011,0.0,0.0,0.0,9.8,3.03,0.0
20230315:2111,0.0,0.0,0.0,9.97,2.9,0.0
20230315:2211,0.0,0.0,0.0,10.12,3.1,0.0
20230315:2311,0.0,0.0,0.0,10.28,3.52,0.0
20230316:0011,0.0,0.0,0.0,10.38,3.93,0.0
20230316:0111,0.0,0.0,0.0,10.29,4.21,0.0
20230316:0211,0.0,0.0,0.0,10.21,4.28,0.0
20230316:0311,0.0,0.0,0.0,10.08,4.28,0.0
20230316:0411,0.0,0.0,0.0,9.99,4.48,0.0
20230316:0511,0.0,0.0,0.0,10.1,4.69,0.0
20230316:0611,0.0,0.0,0.0,10.29,4.41,0.0
20230316:0711,0.0,3.45,2.76,10.44,4.0,0.0
20230316:0811,102.27,138.13,11.62,10.62,3.72,0.0
20230316:0911,188.77,233.26,19.83,11.0,3.66,0.0
20230316:1011,278.85,334.96,26.9,11.51,4.28,0.0
20230316:1111,289.29,349.52,32.22,12.47,3.86,0.0
20230316:1211,523.89,630.15,35.16,13.21,3.72,0.0
20230316:1311,540.69,651.72,35.29,13.45,3.72,0.0
20230316:1411,355.06,427.48,32.58,13.47,3.86,0.0
20230316:1511,321.5,387.03,27.45,13.06,3.86,0.0
20230316:1611,361.82,435.3,20.51,12.73,4.07,0.0
20230316:1711,193.5,252.73,12.37,11.89,4.14,0.0
20230316:1811,3.89,14.51,3.55,11.06,3.45,0.0
20230316:1911,0.0,0.0,0.0,10.5,3.17,0.0
20230316:2011,0.0,0.0,0.0,9.73,3.03,0.0
20230316:2111,0.0,0.0,0.0,9.49,3.1,0.0
20230316:2211,0.0,0.0,0.0,9.3,3.03,0.0
20230316:2311,0.0,0.0,0.0,9.1,2.97,0.0
20230317:0011,0.0,0.0,0.0,8.83,3.1,0.0
20230317:0111,0.0,0.0,0.0,8.93,3.31,0.0
20230317:0211,0.0,0.0,0.0,9.06,3.38,0.0
20230317:0311,0.0,0.0,0.0,9.02,3.59,0.0
20230317:0411,0.0,0.0,0.0,9.31,3.86,0.0
20230317:0511,0.0,0.0,0.0,9.63,3.93,0.0
20230317:0611,0.0,0.0,0.0,9.68,3.93,0.0
20230317:0711,0.0,2.76,3.12,9.76,3.66,0.0
20230317:0811,69.25,98.01,11.98,9.88,3.38,0.0
20230317:0911,130.35,166.78,20.21,10.01,3.31,0.0
20230317:1011,284.48,340.28,27.29,10.25,3.59,0.0
20230317:1111,302.47,363.17,32.62,10.78,3.03,0.0
20230317:1211,709.14,868.91,35.56,11.75,2.76,0.0
20230317:1311,486.54,585.42,35.67,12.17,2.83,0.0
20230317:1411,590.36,715.09,32.94,12.8,3.03,0.0
20230317:1511,266.91,324.05,27.78,12.38,3.24,0.0
20230317:1611,315.11,379.57,20.81,11.64,3.45,0.0
20230317:1711,188.73,246.53,12.66,11.09,2.83,0.0
20230317:1811,2.93,11.96,3.82,10.7,2.28,0.0
20230317:1911,0.0,0.0,0.0,10.28,2.14,0.0
20230317:2011,0.0,0.0,0.0,9.76,2.07,0.0
20230317:2111,0.0,0.0,0.0,9.48,1.93,0.0
20230317:2211,0.0,0.0,0.0,9.35,1.79,0.0
20230317:2311,0.0,0.0,0.0,9.36,1.72,0.0
20230318:0011,0.0,0.0,0.0,9.38,1.45,0.0
20230318:0111,0.0,0.0,0.0,9.34,1.17,0.0
20230318:0211,0.0,0.0,0.0,9.19,0.9,0.0
20230318:0311,0.0,0.0,0.0,9.05,0.69,0.0
20230318:0411,0.0,0.0,0.0,9.11,0.48,0.0
20230318:0511,0.0,0.0,0.0,9.29,0.34,0.0
20230318:0611,0.0,0.0,0.0,8.99,0.9,0.0
20230318:0711,1.1,8.28,3.48,8.6,1.1,0.0
20230318:0811,16.42,32.19,12.35,8.95,1.45,0.0
20230318:0911,67.36,94.73,20.59,9.36,2.34,0.0
20230318:1011,87.27,117.73,27.68,9.39,3.1,0.0
20230318:1111,107.74,140.72,33.02,8.68,3.31,0.0
20230318:1211,401.16,472.9,35.96,8.69,3.45,0.0
20230318:1311,529.2,622.24,36.06,8.89,4.14,0.0
20230318:1411,268.86,321.37,33.3,9.58,4.9,0.0
20230318:1511,287.96,341.94,28.11,9.4,4.83,0.0
20230318:1611,393.13,463.42,21.11,9.39,4.97,0.0
20230318:1711,197.75,253.94,12.94,9.07,4.83,0.0
20230318:1811,2.0,10.12,4.09,8.28,4.14,0.0
20230318:1911,0.0,0.0,0.0,7.44,3.66,0.0
20230318:2011,0.0,0.0,0.0,6.74,3.52,0.0
20230318:2111,0.0,0.0,0.0,6.24,3.1,0.0
20230318:2211,0.0,0.0,0.0,6.0,2.76,0.0
20230318:2311,0.0,0.0,0.0,5.71,2.34,0.0
20230319:0011,0.0,0.0,0.0,5.45,1.93,0.0
20230319:0111,0.0,0.0,0.0,4.61,1.66,0.0
20230319:0211,0.0,0.0,0.0,4.1,1.72,0.0
20230319:0311,0.0,0.0,0.0,3.7,1.59,0.0
20230319:0411,0.0,0.0,0.0,3.07,1.45,0.0
20230319:0511,0.0,0.0,0.0,2.75,1.52,0.0
20230319:0611,0.0,0.0,0.0,2.52,1.45,0.0
20230319:0711,0.0,5.52,3.84,2.72,1.59,0.0
20230319:0811,40.71,61.76,12.72,3.49,1.45,0.0
20230319:0911,146.7,182.22,20.97,5.36,1.86,0.0
20230319:1011,160.17,197.78,28.07,6.28,2.62,0.0
20230319:1111,74.0,101.17,33.42,6.39,2.9,0.0
20230319:1211,139.91,175.66,36.36,6.59,3.1,0.0
20230319:1311,123.59,157.27,36.45,6.57,3.52,0.0
20230319:1411,119.52,152.68,33.66,6.7,4.0,0.0
20230319:1511,43.83,66.22,28.44,7.28,4.14,0.0
20230319:1611,123.71,157.9,21.42,8.01,4.21,0.0
20230319:1711,31.44,51.51,13.22,8.83,3.86,0.0
20230319:1811,1.53,9.2,4.36,9.58,3.52,0.0
20230319:1911,0.0,0.0,0.0,9.89,3.38,0.0
20230319:2011,0.0,0.0,0.0,10.3,3.24,0.0
20230319:2111,0.0,0.0,0.0,10.45,3.1,0.0
20230319:2211,0.0,0.0,0.0,10.41,3.03,0.0
20230319:2311,0.0,0.0,0.0,10.36,3.03,0.0
20230320:0011,0.0,0.0,0.0,10.29,3.03,0.0
20230320:0111,0.0,0.0,0.0,10.35,2.9,0.0
20230320:0211,0.0,0.0,0.0,10.23,2.9,0.0
20230320:0311,0.0,0.0,0.0,10.11,2.83,0.0
20230320:0411,0.0,0.0,0.0,10.0,2.76,0.0
20230320:0511,0.0,0.0,0.0,9.87,2.69,0.0
20230320:0611,0.0,0.0,0.0,9.8,2.83,0.0
20230320:0711,1.97,10.12,4.2,10.16,2.76,0.0
20230320:0811,17.67,34.03,13.08,10.32,2.76,0.0
20230320:0911,90.18,121.58,21.34,10.51,2.76,0.0
20230320:1011,123.7,160.13,28.46,10.85,3.31,0.0
20230320:1111,152.32,193.22,33.82,11.44,3.52,0.0
20230320:1211,352.61,422.07,36.76,12.23,4.34,0.0
20230320:1311,292.85,353.14,36.83,12.12,4.41,0.0
20230320:1411,100.7,134.28,34.02,11.97,4.9,0.0
20230320:1511,75.38,104.85,28.77,11.56,3.79,0.0
20230320:1611,24.6,43.23,21.72,10.97,4.0,0.0
20230320:1711,43.65,66.98,13.5,10.6,3.86,0.0
20230320:1811,7.76,20.57,4.63,10.39,3.45,0.0
20230320:1911,0.0,0.0,0.0,10.48,3.17,0.0
20230320:2011,0.0,0.0,0.0,10.32,3.52,0.0
20230320:2111,0.0,0.0,0.0,10.1,4.21,0.0
20230320:2211,0.0,0.0,0.0,9.86,3.86,0.0
20230320:2311,0.0,0.0,0.0,9.68,3.38,0.0
20230321:0011,0.0,0.0,0.0,9.52,3.31,0.0
20230321:0111,0.0,0.0,0.0,9.41,2.97,0.0
20230321:0211,0.0,0.0,0.0,9.21,2.69,0.0
20230321:0311,0.0,0.0,0.0,9.11,3.03,0.0
20230321:0411,0.0,0.0,0.0,9.16,3.59,0.0
20230321:0511,0.0,0.0,0.0,9.07,3.72,0.0
20230321:0611,0.0,0.0,0.0,8.9,3.59,0.0
20230321:0711,0.0,0.0,0.0,8.7,3.17,0.0
20230321:0811,0.0,0.0,0.0,8.7,3.24,0.0
20230321:0911,118.98,153.34,21.72,9.28,4.14,0.0
20230321:1011,198.03,242.68,28.85,10.35,4.83,0.0
20230321:1111,149.8,189.46,34.22,10.76,4.69,0.0
20230321:1211,130.86,168.31,37.16,11.01,4.48,0.0
20230321:1311,156.44,196.75,37.22,10.55,5.17,0.0
20230321:1411,125.07,160.95,34.38,10.25,5.72,0.0
20230321:1511,75.36,103.93,29.09,9.89,6.0,0.0
20230321:1611,33.51,54.26,22.02,9.96,6.14,0.0
20230321:1711,15.0,30.35,13.78,10.19,6.07,0.0
20230321:1811,1.08,8.28,4.9,10.56,5.79,0.0
20230321:1911,0.0,0.0,0.0,10.66,5.59,0.0
20230321:2011,0.0,0.0,0.0,10.82,5.59,0.0
20230321:2111,0.0,0.0,0.0,10.99,5.86,0.0
20230321:2211,0.0,0.0,0.0,11.31,5.52,0.0
20230321:2311,0.0,0.0,0.0,10.71,7.72,0.0
20230322:0011,0.0,0.0,0.0,8.0,6.76,0.0
20230322:0111,0.0,0.0,0.0,6.92,5.31,0.0
20230322:0211,0.0,0.0,0.0,6.53,4.9,0.0
20230322:0311,0.0,0.0,0.0,6.37,4.83,0.0
20230322:0411,0.0,0.0,0.0,6.3,4.69,0.0
20230322:0511,0.0,0.0,0.0,6.24,4.55,0.0
20230322:0611,0.0,0.0,0.0,6.21,4.34,0.0
20230322:0711,0.0,0.0,0.0,5.9,3.66,0.0
20230322:0811,239.72,295.4,13.82,6.42,4.0,0.0
20230322:0911,480.89,562.55,22.1,7.53,3.93,0.0
20230322:1011,232.58,279.29,29.24,8.94,5.45,0.0
20230322:1111,603.19,707.18,34.62,10.1,6.07,0.0
20230322:1211,52.32,77.26,37.57,10.73,5.86,0.0
20230322:1311,64.18,91.05,37.61,10.23,6.21,0.0
20230322:1411,138.67,175.59,34.74,9.38,6.07,0.0
20230322:1511,143.47,180.84,29.42,9.4,5.93,0.0
20230322:1611,167.34,207.85,22.31,9.84,5.38,0.0
20230322:1711,43.18,65.99,14.06,9.21,5.52,0.0
20230322:1811,21.37,52.29,5.17,8.21,4.76,0.0
20230322:1911,0.0,0.0,0.0,7.41,4.48,0.0
20230322:2011,0.0,0.0,0.0,6.99,4.55,0.0
20230322:2111,0.0,0.0,0.0,6.63,3.93,0.0
20230322:2211,0.0,0.0,0.0,6.28,3.66,0.0
20230322:2311,0.0,0.0,0.0,6.46,4.14,0.0
20230323:0011,0.0,0.0,0.0,6.55,4.69,0.0
20230323:0111,0.0,0.0,0.0,6.72,5.24,0.0
20230323:0211,0.0,0.0,0.0,7.04,5.52,0.0
20230323:0311,0.0,0.0,0.0,7.15,4.97,0.0
20230323:0411,0.0,0.0,0.0,7.27,4.55,0.0
20230323:0511,0.0,0.0,0.0,7.2,4.14,0.0
20230323:0611,0.0,0.0,0.0,7.13,3.72,0.0
20230323:0711,11.6,26.41,5.29,6.52,3.52,0.0
20230323:0811,102.76,135.57,14.19,7.47,4.0,0.0
20230323:0911,320.02,378.71,22.48,8.88,4.0,0.0
20230323:1011,453.04,531.8,29.63,9.8,4.62,0.0
20230323:1111,391.89,463.34,35.02,10.91,5.1,0.0
20230323:1211,744.5,892.17,37.97,11.49,5.31,0.0
20230323:1311,803.37,962.04,37.99,11.53,6.07,0.0
20230323:1411,171.96,214.87,35.1,11.42,5.38,0.0
20230323:1511,501.35,586.89,29.74,10.18,5.66,0.0
20230323:1611,44.01,67.14,22.61,10.11,4.97,0.0
20230323:1711,222.38,284.52,14.33,10.18,5.38,0.0
20230323:1811,18.46,40.87,5.44,9.06,5.31,0.0
20230323:1911,0.0,0.0,0.0,7.84,5.38,0.0
20230323:2011,0.0,0.0,0.0,7.26,4.9,0.0
20230323:2111,0.0,0.0,0.0,7.17,4.41,0.0
20230323:2211,0.0,0.0,0.0,7.0,4.21,0.0
20230323:2311,0.0,0.0,0.0,6.88,4.21,0.0
20230324:0011,0.0,0.0,0.0,6.89,4.28,0.0
20230324:0111,0.0,0.0,0.0,7.0,4.48,0.0
20230324:0211,0.0,0.0,0.0,7.06,4.55,0.0
20230324:0311,0.0,0.0,0.0,7.09,4.62,0.0
20230324:0411,0.0,0.0,0.0,7.03,4.69,0.0
20230324:0511,0.0,0.0,0.0,7.06,4.83,0.0
20230324:0611,0.0,0.0,0.0,6.99,4.76,0.0
20230324:0711,6.9,18.39,5.65,7.17,4.34,0.0
20230324:0811,8.7,21.15,14.55,7.68,4.69,0.0
20230324:0911,304.06,359.4,22.85,8.64,4.69,0.0
20230324:1011,368.91,430.62,30.02,9.35,7.03,0.0
20230324:1111,518.42,603.02,35.42,10.06,7.59,0.0
20230324:1211,103.47,136.12,38.37,10.05,7.17,0.0
20230324:1311,445.91,519.88,38.38,9.68,7.24,0.0
20230324:1411,265.48,316.45,35.45,9.46,6.83,0.0
20230324:1511,80.35,109.45,30.07,9.39,6.28,0.0
20230324:1611,69.33,96.57,22.91,9.07,7.1,0.0
20230324:1711,30.08,49.67,14.61,8.37,7.17,0.0
20230324:1811,14.21,30.58,5.71,8.08,7.24,0.0
20230324:1911,0.0,0.0,0.0,7.45,5.93,0.0
20230324:2011,0.0,0.0,0.0,7.22,6.14,0.0
20230324:2111,0.0,0.0,0.0,7.16,5.72,0.0
20230324:2211,0.0,0.0,0.0,7.09,5.86,0.0
20230324:2311,0.0,0.0,0.0,7.12,5.45,0.0
20230325:0011,0.0,0.0,0.0,7.11,5.45,0.0
20230325:0111,0.0,0.0,0.0,7.05,5.59,0.0
20230325:0211,0.0,0.0,0.0,7.16,5.59,0.0
20230325:0311,0.0,0.0,0.0,7.18,5.24,0.0
20230325:0411,0.0,0.0,0.0,7.09,4.97,0.0
20230325:0511,0.0,0.0,0.0,7.1,4.55,0.0
20230325:0611,0.0,0.0,0.0,6.79,4.0,0.0
20230325:0711,21.36,40.92,6.01,6.79,3.31,0.0
20230325:0811,230.92,285.25,14.92,7.28,3.38,0.0
20230325:0911,453.9,534.32,23.23,8.29,3.31,0.0
20230325:1011,358.16,423.19,30.41,9.37,3.72,0.0
20230325:1111,773.81,936.15,35.82,10.43,3.86,0.0
20230325:1211,676.5,819.2,38.77,11.16,3.31,0.0
20230325:1311,620.48,753.32,38.76,12.18,3.03,0.0
20230325:1411,704.03,864.97,35.81,12.34,2.69,0.0
20230325:1511,604.22,731.37,30.39,12.29,2.9,0.0
20230325:1611,102.65,136.32,23.2,11.16,2.83,0.0
20230325:1711,27.55,46.91,14.89,10.2,2.28,0.0
20230325:1811,7.99,20.23,5.97,9.55,2.41,0.0
20230325:1911,0.0,0.0,0.0,8.52,2.07,0.0
20230325:2011,0.0,0.0,0.0,8.0,2.14,0.0
20230325:2111,0.0,0.0,0.0,7.77,2.34,0.0
20230325:2211,0.0,0.0,0.0,7.81,2.55,0.0
20230325:2311,0.0,0.0,0.0,7.72,2.55,0.0
20230326:0011,0.0,0.0,0.0,7.71,2.62,0.0
20230326:0111,0.0,0.0,0.0,7.31,2.69,0.0
20230326:0211,0.0,0.0,0.0,7.03,2.76,0.0
20230326:0311,0.0,0.0,0.0,6.86,2.76,0.0
20230326:0411,0.0,0.0,0.0,6.62,2.76,0.0
20230326:0511,0.0,0.0,0.0,6.25,2.62,0.0
20230326:0611,0.0,0.0,0.0,5.76,2.55,0.0
20230326:0711,20.37,38.85,6.37,5.49,2.28,0.0
20230326:0811,125.96,161.7,15.29,6.22,2.21,0.0
20230326:0911,89.68,119.48,23.61,7.45,3.24,0.0
20230326:1011,192.38,235.99,30.8,8.61,2.83,0.0
20230326:1111,65.57,92.89,36.22,10.0,2.21,0.0
20230326:1211,306.97,371.1,39.17,10.99,2.34,0.0
20230326:1311,744.29,916.93,39.14,11.65,2.76,0.0
20230326:1411,583.49,706.08,36.16,12.01,2.83,0.0
20230326:1511,45.05,68.98,30.71,11.92,2.83,0.0
20230326:1611,182.02,227.51,23.49,11.68,2.55,0.0
20230326:1711,225.32,291.41,15.16,11.16,2.34,0.0
20230326:1811,3.98,13.8,6.24,10.09,1.52,0.0
20230326:1911,0.0,0.0,0.0,9.42,1.31,0.0
20230326:2011,0.0,0.0,0.0,7.84,1.17,0.0
20230326:2111,0.0,0.0,0.0,6.97,1.03,0.0
20230326:2211,0.0,0.0,0.0,6.28,1.1,0.0
20230326:2311,0.0,0.0,0.0,5.43,1.24,0.0
20230327:0011,0.0,0.0,0.0,4.89,1.31,0.0
20230327:0111,0.0,0.0,0.0,4.28,1.31,0.0
20230327:0211,0.0,0.0,0.0,3.55,1.45,0.0
20230327:0311,0.0,0.0,0.0,3.29,1.38,0.0
20230327:0411,0.0,0.0,0.0,3.11,1.45,0.0
20230327:0511,0.0,0.0,0.0,3.11,1.52,0.0
20230327:0611,0.0,0.0,0.0,3.35,1.66,0.0
20230327:0711,10.09,22.99,6.73,5.08,2.14,0.0
20230327:0811,135.37,172.37,15.65,6.07,2.14,0.0
20230327:0911,327.48,385.13,23.98,7.06,3.31,0.0
20230327:1011,597.45,701.4,31.19,8.15,4.0,0.0
20230327:1111,476.08,560.82,36.62,9.16,3.86,0.0
20230327:1211,428.11,504.81,39.56,9.42,4.21,0.0
20230327:1311,548.92,646.75,39.53,9.69,4.76,0.0
20230327:1411,360.72,426.63,36.51,9.93,4.69,0.0
20230327:1511,503.86,592.81,31.03,10.09,4.62,0.0
20230327:1611,292.1,349.1,23.79,10.13,4.76,0.0
20230327:1711,79.23,109.27,15.43,9.7,3.86,0.0
20230327:1811,11.13,24.83,6.5,9.21,4.0,0.0
20230327:1911,0.0,0.0,0.0,8.86,4.0,0.0
20230327:2011,0.0,0.0,0.0,8.57,4.28,0.0
20230327:2111,0.0,0.0,0.0,8.36,4.62,0.0
20230327:2211,0.0,0.0,0.0,8.15,5.1,0.0
20230327:2311,0.0,0.0,0.0,7.95,5.38,0.0
20230328:0011,0.0,0.0,0.0,7.73,5.66,0.0
20230328:0111,0.0,0.0,0.0,7.33,5.86,0.0
20230328:0211,0.0,0.0,0.0,6.97,5.86,0.0
20230328:0311,0.0,0.0,0.0,6.95,5.86,0.0
20230328:0411,0.0,0.0,0.0,7.32,5.72,0.0
20230328:0511,0.0,0.0,0.0,7.8,5.31,0.0
20230328:0611,0.0,0.0,0.0,8.08,4.9,0.0
20230328:0711,35.38,61.75,7.09,8.38,4.07,0.0
20230328:0811,130.25,167.86,16.02,8.78,3.38,0.0
20230328:0911,333.48,395.2,24.36,9.65,4.14,0.0
20230328:1011,475.22,563.19,31.58,10.85,3.86,0.0
20230328:1111,423.65,506.39,37.02,12.13,3.79,0.0
20230328:1211,686.04,832.96,39.96,13.44,4.34,0.0
20230328:1311,344.89,416.92,39.91,13.86,4.34,0.0
20230328:1411,719.18,877.9,36.86,14.45,4.41,0.0
20230328:1511,356.79,431.75,31.35,14.65,4.0,0.0
20230328:1611,387.21,469.38,24.08,14.49,4.0,0.0
20230328:1711,86.16,119.65,15.71,13.84,3.45,0.0
20230328:1811,20.83,40.84,6.77,13.11,3.1,0.0
20230328:1911,0.0,0.0,0.0,12.09,3.1,0.0
20230328:2011,0.0,0.0,0.0,11.39,3.24,0.0
20230328:2111,0.0,0.0,0.0,11.12,3.38,0.0
20230328:2211,0.0,0.0,0.0,11.03,3.45,0.0
20230328:2311,0.0,0.0,0.0,11.1,3.52,0.0
20230329:0011,0.0,0.0,0.0,11.09,3.52,0.0
20230329:0111,0.0,0.0,0.0,11.09,3.72,0.0
20230329:0211,0.0,0.0,0.0,11.01,3.86,0.0
20230329:0311,0.0,0.0,0.0,10.89,4.07,0.0
20230329:0411,0.0,0.0,0.0,10.86,4.14,0.0
20230329:0511,0.0,0.0,0.0,10.8,4.14,0.0
20230329:0611,0.0,0.0,0.0,10.75,4.41,0.0
20230329:0711,0.3,6.44,7.45,10.87,4.9,0.0
20230329:0811,23.19,41.39,16.38,11.01,5.24,0.0
20230329:0911,84.36,114.97,24.73,11.18,5.31,0.0
20230329:1011,137.62,176.24,31.97,11.86,5.59,0.0
20230329:1111,752.37,902.32,37.42,13.09,6.21,0.0
20230329:1211,760.58,914.39,40.36,13.85,6.76,0.0
20230329:1311,289.21,351.25,40.29,14.32,6.34,0.0
20230329:1411,458.35,547.47,37.21,14.32,6.07,0.0
20230329:1511,441.16,526.86,31.67,14.19,5.66,0.0
20230329:1611,231.52,285.17,24.37,13.85,4.76,0.0
20230329:1711,48.98,74.08,15.98,12.95,3.72,0.0
20230329:1811,16.54,33.14,7.03,12.17,3.72,0.0
20230329:1911,0.0,0.0,0.0,11.32,2.55,0.0
20230329:2011,0.0,0.0,0.0,10.77,2.41,0.0
20230329:2111,0.0,0.0,0.0,10.28,2.55,0.0
20230329:2211,0.0,0.0,0.0,9.71,2.69,0.0
20230329:2311,0.0,0.0,0.0,9.37,2.76,0.0
20230330:0011,0.0,0.0,0.0,8.94,2.83,0.0
20230330:0111,0.0,0.0,0.0,8.82,3.03,0.0
20230330:0211,0.0,0.0,0.0,8.99,3.17,0.0
20230330:0311,0.0,0.0,0.0,9.03,3.31,0.0
20230330:0411,0.0,0.0,0.0,9.39,3.59,0.0
20230330:0511,0.0,0.0,0.0,9.84,4.07,0.0
20230330:0611,0.0,0.0,0.0,9.72,3.66,0.0
20230330:0711,61.01,103.33,7.81,9.97,3.66,0.0
20230330:0811,187.64,235.41,16.74,10.34,4.55,0.0
20230330:0911,293.05,352.06,25.1,11.2,3.79,0.0
20230330:1011,145.0,185.28,32.35,12.08,3.79,0.0
20230330:1111,313.15,379.32,37.81,13.12,3.72,0.0
20230330:1211,328.52,398.35,40.75,13.75,4.0,0.0
20230330:1311,683.19,828.95,40.66,13.67,4.55,0.0
20230330:1411,484.3,580.61,37.56,13.68,4.62,0.0
20230330:1511,220.15,270.46,31.98,12.64,5.03,0.0
20230330:1611,140.35,179.84,24.65,12.23,4.21,0.0
20230330:1711,53.19,78.66,16.25,11.38,3.79,0.0
20230330:1811,0.3,6.44,7.29,10.4,3.59,0.0
20230330:1911,0.0,0.0,0.0,10.13,4.14,0.0
20230330:2011,0.0,0.0,0.0,9.63,3.93,0.0
20230330:2111,0.0,0.0,0.0,9.38,3.52,0.0
20230330:2211,0.0,0.0,0.0,9.2,2.76,0.0
20230330:2311,0.0,0.0,0.0,9.05,2.0,0.0
20230331:0011,0.0,0.0,0.0,9.05,1.52,0.0
20230331:0111,0.0,0.0,0.0,9.04,1.1,0.0
20230331:0211,0.0,0.0,0.0,9.05,0.76,0.0
20230331:0311,0.0,0.0,0.0,9.08,1.03,0.0
20230331:0411,0.0,0.0,0.0,9.07,1.31,0.0
20230331:0511,0.0,0.0,0.0,9.02,2.0,0.0
20230331:0611,0.0,0.0,0.0,8.94,3.52,0.0
20230331:0711,17.9,34.49,8.16,8.83,4.28,0.0
20230331:0811,17.15,33.11,17.1,8.77,4.69,0.0
20230331:0911,71.64,99.33,25.47,8.92,4.62,0.0
20230331:1011,193.19,236.6,32.73,9.09,4.48,0.0
20230331:1111,279.35,333.65,38.21,9.34,4.69,0.0
20230331:1211,332.0,394.92,41.15,9.76,4.21,0.0
20230331:1311,384.09,454.34,41.04,9.83,4.48,0.0
20230331:1411,399.72,471.94,37.91,10.15,4.76,0.0
20230331:1511,322.1,382.56,32.29,10.34,4.9,0.0
20230331:1611,233.16,282.58,24.94,10.18,4.62,0.0
20230331:1711,148.67,192.12,16.51,10.08,5.1,0.0
20230331:1811,30.92,55.77,7.55,9.79,4.9,0.0
20230331:1911,0.0,0.0,0.0,9.42,4.07,0.0
20230331:2011,0.0,0.0,0.0,8.82,3.59,0.0
20230331:2111,0.0,0.0,0.0,8.57,3.45,0.0
20230331:2211,0.0,0.0,0.0,8.41,3.24,0.0
20230331:2311,0.0,0.0,0.0,8.32,3.03,0.0
20230401:0011,0.0,0.0,0.0,8.26,2.97,0.0
20230401:0111,0.0,0.0,0.0,8.16,2.9,0.0
20230401:0211,0.0,0.0,0.0,7.94,2.76,0.0
20230401:0311,0.0,0.0,0.0,7.83,2.76,0.0
20230401:0411,0.0,0.0,0.0,7.69,2.76,0.0
20230401:0511,0.0,0.0,0.0,7.56,2.97,0.0
20230401:0611,0.0,0.0,0.0,7.59,3.31,0.0
20230401:0711,76.13,125.5,8.52,7.84,3.52,0.0
20230401:0811,156.31,197.09,17.46,8.39,3.59,0.0
20230401:0911,361.87,426.59,25.84,8.91,4.07,0.0
20230401:1011,277.17,331.05,33.12,9.63,4.69,0.0
20230401:1111,306.62,365.57,38.6,10.24,5.03,0.0
20230401:1211,459.96,543.56,41.54,10.92,5.31,0.0
20230401:1311,346.69,413.24,41.42,11.29,5.24,0.0
20230401:1411,191.26,237.0,38.25,11.51,5.24,0.0
20230401:1511,214.18,262.2,32.61,11.26,5.1,0.0
20230401:1611,382.26,454.42,25.22,10.94,4.83,0.0
20230401:1711,167.66,215.47,16.78,10.53,4.55,0.0
20230401:1811,35.65,64.98,7.81,9.9,4.14,0.0
20230401:1911,0.0,0.0,0.0,9.14,3.59,0.0
20230401:2011,0.0,0.0,0.0,8.41,3.24,0.0
20230401:2111,0.0,0.0,0.0,7.67,2.9,0.0
20230401:2211,0.0,0.0,0.0,7.05,2.55,0.0
20230401:2311,0.0,0.0,0.0,6.33,2.21,0.0
20230402:0011,0.0,0.0,0.0,5.67,2.0,0.0
20230402:0111,0.0,0.0,0.0,5.09,1.93,0.0
20230402:0211,0.0,0.0,0.0,4.81,1.79,0.0
20230402:0311,0.0,0.0,0.0,4.37,1.66,0.0
20230402:0411,0.0,0.0,0.0,3.67,1.52,0.0
20230402:0511,0.0,0.0,0.0,3.15,1.24,0.0
20230402:0611,0.0,0.0,0.0,2.97,1.17,0.0
20230402:0711,80.64,128.6,8.87,3.63,0.83,0.0
20230402:0811,299.16,366.3,17.82,5.15,0.41,0.0
20230402:0911,488.06,584.15,26.21,7.05,0.97,0.0
20230402:1011,643.82,786.72,33.5,8.59,1.17,0.0
20230402:1111,572.42,697.84,38.99,10.19,1.45,0.0
20230402:1211,794.51,1003.82,41.93,10.92,1.59,0.0
20230402:1311,437.29,528.6,41.79,11.26,1.93,0.0
20230402:1411,336.4,407.14,38.6,11.7,2.21,0.0
20230402:1511,276.52,336.41,32.92,11.8,2.41,0.0
20230402:1611,227.24,279.53,25.51,11.75,2.62,0.0
20230402:1711,48.97,73.58,17.05,11.37,2.69,0.0
20230402:1811,38.51,70.37,8.07,10.8,2.62,0.0
20230402:1911,0.0,0.0,0.0,9.86,2.83,0.0
20230402:2011,0.0,0.0,0.0,8.86,2.9,0.0
20230402:2111,0.0,0.0,0.0,7.97,2.97,0.0
20230402:2211,0.0,0.0,0.0,7.34,3.03,0.0
20230402:2311,0.0,0.0,0.0,6.9,3.03,0.0
20230403:0011,0.0,0.0,0.0,6.63,3.1,0.0
20230403:0111,0.0,0.0,0.0,6.37,3.24,0.0
20230403:0211,0.0,0.0,0.0,6.39,3.52,0.0
20230403:0311,0.0,0.0,0.0,6.49,3.66,0.0
20230403:0411,0.0,0.0,0.0,6.7,3.66,0.0
20230403:0511,0.0,0.0,0.0,6.98,3.59,0.0
